Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,087025,1964,11,04,16.7,1,Y
IDCJAC0010,087025,1964,11,05,14.9,1,Y
IDCJAC0010,087025,1964,11,06,16.6,1,Y
IDCJAC0010,087025,1964,11,07,19.7,1,Y
IDCJAC0010,087025,1964,11,08,17.9,1,Y
IDCJAC0010,087025,1964,11,09,24.2,1,Y
IDCJAC0010,087025,1964,11,10,18.9,1,Y
IDCJAC0010,087025,1964,11,11,15.1,1,Y
IDCJAC0010,087025,1964,11,12,20.4,1,Y
IDCJAC0010,087025,1964,11,13,16.9,1,Y
IDCJAC0010,087025,1964,11,14,17.3,1,Y
IDCJAC0010,087025,1964,11,15,21.4,1,Y
IDCJAC0010,087025,1964,11,16,34.3,1,Y
IDCJAC0010,087025,1964,11,17,17.9,1,Y
IDCJAC0010,087025,1964,11,18,16.0,1,Y
IDCJAC0010,087025,1964,11,19,17.9,1,Y
IDCJAC0010,087025,1964,11,20,19.9,1,Y
IDCJAC0010,087025,1964,11,21,17.8,1,Y
IDCJAC0010,087025,1964,11,22,19.4,1,Y
IDCJAC0010,087025,1964,11,23,22.2,1,Y
IDCJAC0010,087025,1964,11,24,27.8,1,Y
IDCJAC0010,087025,1964,11,25,31.2,1,Y
IDCJAC0010,087025,1964,11,26,24.6,1,Y
IDCJAC0010,087025,1964,11,27,22.3,1,Y
IDCJAC0010,087025,1964,11,28,20.6,1,Y
IDCJAC0010,087025,1964,11,29,26.8,1,Y
IDCJAC0010,087025,1964,11,30,32.3,1,Y
IDCJAC0010,087025,1964,12,01,20.8,1,Y
IDCJAC0010,087025,1964,12,02,20.9,1,Y
IDCJAC0010,087025,1964,12,03,19.7,1,Y
IDCJAC0010,087025,1964,12,04,19.1,1,Y
IDCJAC0010,087025,1964,12,05,19.7,1,Y
IDCJAC0010,087025,1964,12,06,18.9,1,Y
IDCJAC0010,087025,1964,12,07,17.4,1,Y
IDCJAC0010,087025,1964,12,08,20.3,1,Y
IDCJAC0010,087025,1964,12,09,15.6,1,Y
IDCJAC0010,087025,1964,12,10,17.8,1,Y
IDCJAC0010,087025,1964,12,11,16.1,1,Y
IDCJAC0010,087025,1964,12,12,17.3,1,Y
IDCJAC0010,087025,1964,12,13,18.9,1,Y
IDCJAC0010,087025,1964,12,14,19.0,1,Y
IDCJAC0010,087025,1964,12,15,20.6,1,Y
IDCJAC0010,087025,1964,12,16,15.6,1,Y
IDCJAC0010,087025,1964,12,17,17.3,1,Y
IDCJAC0010,087025,1964,12,18,19.4,1,Y
IDCJAC0010,087025,1964,12,19,16.8,1,Y
IDCJAC0010,087025,1964,12,20,24.6,1,Y
IDCJAC0010,087025,1964,12,21,29.4,1,Y
IDCJAC0010,087025,1964,12,22,20.0,1,Y
IDCJAC0010,087025,1964,12,23,25.1,1,Y
IDCJAC0010,087025,1964,12,24,25.2,1,Y
IDCJAC0010,087025,1964,12,25,20.9,1,Y
IDCJAC0010,087025,1964,12,26,24.7,1,Y
IDCJAC0010,087025,1964,12,27,29.2,1,Y
IDCJAC0010,087025,1964,12,28,17.7,1,Y
IDCJAC0010,087025,1964,12,29,22.6,1,Y
IDCJAC0010,087025,1964,12,30,21.4,1,Y
IDCJAC0010,087025,1964,12,31,18.2,1,Y
IDCJAC0010,087025,1965,01,01,18.8,1,Y
IDCJAC0010,087025,1965,01,02,21.7,1,Y
IDCJAC0010,087025,1965,01,03,19.6,1,Y
IDCJAC0010,087025,1965,01,04,18.6,1,Y
IDCJAC0010,087025,1965,01,05,20.0,1,Y
IDCJAC0010,087025,1965,01,06,17.1,1,Y
IDCJAC0010,087025,1965,01,07,20.0,1,Y
IDCJAC0010,087025,1965,01,08,23.6,1,Y
IDCJAC0010,087025,1965,01,09,24.4,1,Y
IDCJAC0010,087025,1965,01,10,33.9,1,Y
IDCJAC0010,087025,1965,01,11,18.2,1,Y
