Date,Nickname,State,Location,Max.Temperature..C.,Average.Temperature.in.the.Previous.7.Days..Inclusive..C.,Rainfall..mm.,Sum.of.Rainfall.in.the.Previous.7.Days..Inclusive..mm.,Wind.Speed..m.s.,Relative.Humidity,isBushfire
18/10/2013,2013 New South Wales bushfires,New South Wales,Mellong,19.61,26.35,0.00,0.55,1.970607344,0.497343508,FALSE
19/10/2013,2013 New South Wales bushfires,New South Wales,Mellong,24.17,25.44,0.00,0.55,1.448991829,0.681123595,FALSE
20/10/2013,2013 New South Wales bushfires,New South Wales,Mellong,30.09,25.22,0.01,0.55,1.212889595,0.674429052,FALSE
21/10/2013,2013 New South Wales bushfires,New South Wales,Mellong,33.31,27.04,0.00,0.01,2.038764014,0.372500055,FALSE
22/10/2013,2013 New South Wales bushfires,New South Wales,Mellong,31.69,28.18,0.49,0.51,1.740835215,0.488864254,TRUE
16/10/2013,2013 New South Wales bushfires,New South Wales,Webbs Creek,27.44,27.61,0.00,0.55,2.329563149,0.296995705,FALSE
17/10/2013,2013 New South Wales bushfires,New South Wales,Webbs Creek,30.93,27.35,0.00,0.55,4.767933677,0.260359525,FALSE
18/10/2013,2013 New South Wales bushfires,New South Wales,Webbs Creek,19.61,26.35,0.00,0.55,1.970607344,0.497343508,FALSE
19/10/2013,2013 New South Wales bushfires,New South Wales,Webbs Creek,24.17,25.44,0.00,0.55,1.448991829,0.681123595,FALSE
20/10/2013,2013 New South Wales bushfires,New South Wales,Webbs Creek,30.09,25.22,0.01,0.55,1.212889595,0.674429052,FALSE
21/10/2013,2013 New South Wales bushfires,New South Wales,Webbs Creek,33.31,27.04,0.00,0.01,2.038764014,0.372500055,FALSE
22/10/2013,2013 New South Wales bushfires,New South Wales,Webbs Creek,31.69,28.18,0.49,0.51,1.740835215,0.488864254,TRUE
