Date,Nickname,State,Location,Max.Temperature,Average.Temperature.in.the.Previous.5.Days,Rainfall.mm,Sum.of.Rainfall.in.the.Previous.5.Days,Wind.Speed,Relative.Humidity,isBushfire
24/12/80,1980 Victoria bushfire,Victoria,Sunset Country,39.02,35.32,0,0,2.786881324,0.242554911,FALSE
25/12/80,1980 Victoria bushfire,Victoria,Sunset Country,37.45,37.14,0,0,3.543370455,0.206557843,FALSE
26/12/80,1980 Victoria bushfire,Victoria,Sunset Country,36.11,37.74,0,0,2.910110203,0.324834816,FALSE
27/12/80,1980 Victoria bushfire,Victoria,Sunset Country,41.73,38.37,0,0,2.237707188,0.215715973,FALSE
28/12/80,1980 Victoria bushfire,Victoria,Sunset Country,35.91,37.72,1.46,1.46,3.892296954,0.282480756,TRUE
24/12/80,1980 Victoria bushfire,Victoria,Big Desert,36.99,33.76,0,0.01,3.273348461,0.309549917,FALSE
25/12/80,1980 Victoria bushfire,Victoria,Big Desert,34.53,35.35,0,0.01,3.941762378,0.303557122,FALSE
26/12/80,1980 Victoria bushfire,Victoria,Big Desert,34,35.88,0,0.07,3.029406721,0.43605933,FALSE
27/12/80,1980 Victoria bushfire,Victoria,Big Desert,40.34,36.4,0.09,0.16,2.833463805,0.289345738,FALSE
28/12/80,1980 Victoria bushfire,Victoria,Big Desert,31.68,35.22,0.96,1.12,4.236286675,0.31141171,TRUE
30/10/80,1980 Waterfall bushfire,New South Wales,Waterfall,24.8,22.31,0,12,3.053017129,0.38688763,FALSE
31/10/80,1980 Waterfall bushfire,New South Wales,Waterfall,23.7,23.34,0,7.5,2.555949528,0.460230102,FALSE
1/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,25.3,24.46,0,0.5,3.398080589,0.450562612,FALSE
2/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,25.2,24.7,0,0.5,2.1803639,0.455110237,FALSE
3/11/80,1980 Waterfall bushfire,New South Wales,Waterfall,18.5,22.91,0,0.5,5.057607922,0.419658164,TRUE
5/1/83,Grays Point bushfire,New South Wales,Grays Point,32.9,27.47,0,19.6,2.81390809,0.601711697,FALSE
6/1/83,Grays Point bushfire,New South Wales,Grays Point,24.9,26.66,0,19.6,2.249479315,0.660445776,FALSE
7/1/83,Grays Point bushfire,New South Wales,Grays Point,26.3,26.67,0,18.8,2.603649855,0.810155691,FALSE
8/1/83,Grays Point bushfire,New South Wales,Grays Point,42.2,28.64,0,17.2,3.030529473,0.50056685,FALSE
9/1/83,Grays Point bushfire,New South Wales,Grays Point,41.4,30.76,0,17.2,4.881634886,0.226394994,TRUE
27/1/83,1983 Cann River bushfire,Victoria,Cann River,19,22.57,6.2,6.2,3.050344792,0.682931384,FALSE
28/1/83,1983 Cann River bushfire,Victoria,Cann River,21.3,22.47,0,6.2,2.031965532,0.745936684,FALSE
29/1/83,1983 Cann River bushfire,Victoria,Cann River,23.8,22.73,0,6.2,1.581445595,0.756253853,FALSE
30/1/83,1983 Cann River bushfire,Victoria,Cann River,21.7,22.53,0,6.2,1.850374811,0.744578949,FALSE
31/1/83,1983 Cann River bushfire,Victoria,Cann River,32.6,24.33,0,6.2,2.178905204,0.561087913,TRUE
28/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,26.24,26,0,4.5,1.800573521,0.612239576,FALSE
29/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,33.53,25.82,0,4.5,1.494169976,0.516315767,FALSE
30/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,36.39,27.77,0,4.5,1.737801362,0.426545727,FALSE
31/1/83,1983 Victoria bushfire,Victoria,Mt Macedon,37.31,30.14,0,3,2.013468864,0.337848775,FALSE
1/2/83,1983 Victoria bushfire,Victoria,Mt Macedon,39.01,31.17,0,3,3.904278216,0.301834964,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,Branxholme,21.05,29.86,0,1.56,2.086725389,0.627724874,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,Branxholme,24.96,28.43,0,1.56,1.922246013,0.64391425,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,Branxholme,32.06,27.24,0,1.56,1.413752032,0.544536128,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,Branxholme,30.96,26.33,0,0.72,2.02969187,0.361518941,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,Branxholme,44.04,28.77,0.19,0.91,4.736372051,0.294787635,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,East Trentham,25.59,32.89,0,0,1.825211204,0.570869717,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,East Trentham,30.67,31.69,0,0,1.832831397,0.572215721,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,East Trentham,32.87,30.73,0,0,1.313034714,0.493716266,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,East Trentham,35.2,30.26,0,0,2.25356139,0.353951964,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,East Trentham,36.68,31.51,0,0,3.258443166,0.307661468,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,Mt Macedon,25.73,32.98,0,0,1.982166207,0.547790787,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,Mt Macedon,29.57,31.63,0,0,1.949552614,0.572287269,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,Mt Macedon,33.09,30.81,0,0,1.20846578,0.502536852,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,Mt Macedon,35.5,30.34,0,0,2.237674442,0.372392367,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,Mt Macedon,39.93,31.58,0,0,2.852365027,0.30104043,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,The Otway Ranges,18.5,25.66,0,0.4,2.597161545,0.622251884,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,The Otway Ranges,19.5,24.46,0,0.4,2.230862213,0.646017215,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,The Otway Ranges,26.4,23.54,0,0.4,2.971625517,0.791817899,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,The Otway Ranges,29,21.93,0,0.4,3.658616344,0.718094447,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,The Otway Ranges,41.5,24.96,0,0.4,7.352751813,0.570340928,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,Belgrave Heights,24.2,31.19,0,0,2.733586373,0.613970632,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,Belgrave Heights,27.2,29.81,0,0,2.099470244,0.676729669,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,Belgrave Heights,34.3,29.46,0,0,1.420907558,0.604749535,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,Belgrave Heights,31.5,28.04,0,0,2.795563437,0.493850574,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,Belgrave Heights,41.3,29.94,0,0,3.557653757,0.375705939,TRUE
11/2/83,Ash Wednesday bushfires,Victoria,Warburton,20,29.21,0,0,2.101337922,0.707297694,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,Warburton,25.5,29.41,0,0,1.864913566,0.649289975,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,Warburton,30.6,29.09,0,0,1.447586752,0.548993704,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,Warburton,30.4,28.66,0,0,2.801223515,0.375447324,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,Warburton,37,28.63,0,0,2.835450815,0.277414547,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,Cockatoo,24.2,31.19,0,0,2.198053776,0.598716863,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,Cockatoo,27.2,29.81,0,0,1.688530641,0.677474832,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,Cockatoo,34.3,29.46,0,0,1.665955773,0.555243518,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,Cockatoo,31.5,28.04,0,0,2.550281432,0.409822464,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,Cockatoo,41.3,29.94,0,0,2.982221618,0.284741021,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,Beaconsfield Upper,22.58,28.07,0,0,2.733586373,0.613970632,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,Beaconsfield Upper,25.15,27.12,0,0,2.099470244,0.676729669,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,Beaconsfield Upper,29.21,26.72,0,0,1.420907558,0.604749535,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,Beaconsfield Upper,28.81,25.77,0,0,2.795563437,0.493850574,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,Beaconsfield Upper,35.55,27.15,0,0,3.557653757,0.375705939,TRUE
12/2/83,Ash Wednesday bushfires,Victoria,Framlingham,20.36,28.05,0,1.89,2.18437292,0.674770009,FALSE
13/2/83,Ash Wednesday bushfires,Victoria,Framlingham,24.07,26.81,0,1.89,1.952213691,0.663039223,FALSE
14/2/83,Ash Wednesday bushfires,Victoria,Framlingham,29.45,25.92,0,1.89,1.738046943,0.582828667,FALSE
15/2/83,Ash Wednesday bushfires,Victoria,Framlingham,26.89,24.49,0.14,1.15,2.052997989,0.464681752,FALSE
16/2/83,Ash Wednesday bushfires,Victoria,Framlingham,41.46,26.86,0.18,1.33,4.591255152,0.342970113,TRUE
12/2/83,Ash Wednesday bushfires,South Australia,Adelaide Hills,22.5,29.33,0.2,0.2,4.241610273,0.594986019,FALSE
13/2/83,Ash Wednesday bushfires,South Australia,Adelaide Hills,27.2,27.91,0,0.2,3.20296193,0.547534639,FALSE
14/2/83,Ash Wednesday bushfires,South Australia,Adelaide Hills,32.9,26.96,0,0.2,2.470390498,0.434279238,FALSE
15/2/83,Ash Wednesday bushfires,South Australia,Adelaide Hills,38.1,28.03,0,0.2,2.638843131,0.262826208,FALSE
16/2/83,Ash Wednesday bushfires,South Australia,Adelaide Hills,38.9,29.46,0,0.2,6.694417901,0.349153167,TRUE
12/2/83,Ash Wednesday bushfires,South Australia,Mt Gambier,21.2,29.83,0,1.2,2.38120208,0.630658553,FALSE
13/2/83,Ash Wednesday bushfires,South Australia,Mt Gambier,24.4,27.74,0,1.2,2.205074769,0.694086529,FALSE
14/2/83,Ash Wednesday bushfires,South Australia,Mt Gambier,34,26.79,0,1.2,1.619044624,0.568063462,FALSE
15/2/83,Ash Wednesday bushfires,South Australia,Mt Gambier,32.9,26.29,0,1.2,2.474199419,0.357578641,FALSE
16/2/83,Ash Wednesday bushfires,South Australia,Mt Gambier,43.6,28.83,0,0.9,6.305129888,0.331855721,TRUE
21/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,28.4,32.63,0,0,3.654582265,0.282903214,FALSE
22/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,33.1,33.04,0,0,2.583276314,0.21110302,FALSE
23/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,35.4,33.33,0,0,2.015486792,0.20336153,FALSE
24/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,38.7,33.81,0,0,2.857705398,0.166386849,FALSE
25/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,40.8,33.89,0,0,5.239518518,0.185677143,TRUE
23/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,20.5,27.17,1.8,7.8,2.381833991,0.653369435,FALSE
24/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,22,25.6,0,7.8,1.586929479,0.533522885,FALSE
25/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,27,25.1,0,7.8,1.745975385,0.358368602,FALSE
26/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,26.5,25.79,0,4.4,1.812590461,0.433940819,FALSE
27/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,33.6,26.73,0,1.8,3.111560846,0.257041545,TRUE
23/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24.9,23.66,0,5,4.602793926,0.70113169,FALSE
24/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24,23.86,6,11.2,7.967251295,0.638869635,FALSE
25/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24.8,24.36,0,11.2,5.849385802,0.733793462,FALSE
26/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,28.5,24.57,0,11.2,3.779842779,0.661108039,FALSE
27/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23,25.01,0.2,11.2,8.285674619,0.546559135,TRUE
23/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,17.7,21.6,0,16.6,3.644486922,0.688300813,FALSE
24/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,22.7,21.64,0,16.6,2.349771785,0.640210425,FALSE
25/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,24,21.99,0,16.6,0.903255506,0.692443686,FALSE
26/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,24.4,21.59,0,16.6,3.05505928,0.594604149,FALSE
27/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,10.7,19.6,0,16.6,4.144414907,0.510891036,TRUE
28/8/94,East Coast Bushfires,Queensland,Brisbane,23.1,23.59,0,0,3.887575432,0.704176061,FALSE
29/8/94,East Coast Bushfires,Queensland,Brisbane,24.6,23.89,0,0,2.766846012,0.709443523,FALSE
30/8/94,East Coast Bushfires,Queensland,Brisbane,24.8,23.71,0,0,3.088059808,0.685901802,FALSE
31/8/94,East Coast Bushfires,Queensland,Brisbane,22.4,23.43,0,0,4.491968214,0.786725636,FALSE
1/9/94,East Coast Bushfires,Queensland,Brisbane,22.8,23.31,6.2,6.2,3.416237092,0.743966468,TRUE
28/8/94,East Coast Bushfires,Queensland,Townsville,26.7,26.47,0,0,6.165244881,0.703173778,FALSE
29/8/94,East Coast Bushfires,Queensland,Townsville,26.1,26.5,0,0,6.321646106,0.711944909,FALSE
30/8/94,East Coast Bushfires,Queensland,Townsville,26.4,26.53,0,0,6.053289504,0.665290641,FALSE
31/8/94,East Coast Bushfires,Queensland,Townsville,26.3,26.61,0,0,5.994222076,0.714466547,FALSE
1/9/94,East Coast Bushfires,Queensland,Townsville,26.2,26.56,0,0,5.710689889,0.663905366,TRUE
4/1/97,Wooroloo bushfire,Western Australia,Wooroloo,30.7,34.7,0,0,2.90162094,0.45919327,FALSE
5/1/97,Wooroloo bushfire,Western Australia,Wooroloo,28.6,34.79,0,0,3.04147803,0.35415626,FALSE
6/1/97,Wooroloo bushfire,Western Australia,Wooroloo,30.5,34.93,0,0,3.70075283,0.33324043,FALSE
7/1/97,Wooroloo bushfire,Western Australia,Wooroloo,35.2,34.84,0,0,2.85274951,0.29362872,FALSE
8/1/97,Wooroloo bushfire,Western Australia,Wooroloo,39.6,34.69,0,0,2.891402564,0.190384849,TRUE
16/1/97,Dandenongs bushfire,Victoria,Dandenong Ranges,20.8,27.31,4,4,3.162271286,0.769362002,FALSE
17/1/97,Dandenongs bushfire,Victoria,Dandenong Ranges,22.6,26.84,0,4,2.534404139,0.733929099,FALSE
19/1/97,Dandenongs bushfire,Victoria,Dandenong Ranges,35.8,28.14,0,4,1.741098512,0.567826067,FALSE
20/1/97,Dandenongs bushfire,Victoria,Dandenong Ranges,39.1,29.67,0,4,4.208001138,0.40297403,FALSE
21/1/97,Dandenongs bushfire,Victoria,Dandenong Ranges,37.5,30.6,0,4,5.255103964,0.396739107,TRUE
17/1/97,Dandenongs bushfire,Victoria,Arthur’s Seat,19.1,25.94,0,1,2.781899739,0.712534312,FALSE
18/1/97,Dandenongs bushfire,Victoria,Arthur’s Seat,22.3,25.54,0,1,2.253490349,0.664335206,FALSE
19/1/97,Dandenongs bushfire,Victoria,Arthur’s Seat,35.9,26.8,0,1,2.262593545,0.542541147,FALSE
20/1/97,Dandenongs bushfire,Victoria,Arthur’s Seat,41.5,28.33,0,1,4.534632486,0.34497412,FALSE
21/1/97,Dandenongs bushfire,Victoria,Arthur’s Seat,39.7,29.2,0,1,5.866257342,0.390988676,TRUE
17/1/97,Dandenongs bushfire,Victoria,Creswick,22.6,25.8,0,1.8,3.021736734,0.587808372,FALSE
18/1/97,Dandenongs bushfire,Victoria,Creswick,29.4,26.49,0,1.8,2.501930211,0.517598195,FALSE
19/1/97,Dandenongs bushfire,Victoria,Creswick,34.9,27.31,0,1.8,2.535261961,0.345207427,FALSE
20/1/97,Dandenongs bushfire,Victoria,Creswick,39.2,28.63,0,1.8,4.073080119,0.282609529,FALSE
21/1/97,Dandenongs bushfire,Victoria,Creswick,38.7,29.74,0,1.8,5.276531007,0.3034972,TRUE
28/11/97,Lithgow bushfire,New South Wales,Lithgow,31.9,30.76,0,0,2.773991123,0.474197666,FALSE
29/11/97,Lithgow bushfire,New South Wales,Lithgow,32.5,32.26,0,0,3.004622143,0.528996713,FALSE
30/11/97,Lithgow bushfire,New South Wales,Lithgow,20.7,31.2,0,0,2.376099056,0.592359325,FALSE
1/12/97,Lithgow bushfire,New South Wales,Lithgow,26.4,30.4,0,0,2.212231178,0.477338799,FALSE
2/12/97,Lithgow bushfire,New South Wales,Lithgow,27.9,29.69,0,0,3.90717518,0.244807855,TRUE
28/11/97,Menai bushfire,New South Wales,Menai,25.5,31.57,2,3.6,3.052290038,0.59507487,FALSE
29/11/97,Menai bushfire,New South Wales,Menai,28.1,32.03,0,3.6,2.251447593,0.726359291,FALSE
30/11/97,Menai bushfire,New South Wales,Menai,26.4,31.17,0,3.6,1.800442345,0.705940741,FALSE
1/12/97,Menai bushfire,New South Wales,Menai,29.6,31.38,0,3.6,1.881818344,0.674824154,FALSE
2/12/97,Menai bushfire,New South Wales,Menai,38.1,32.34,0,3.6,2.162097788,0.340697912,TRUE
28/11/97,Perth and South-West Region bushfires,Western Australia,Perth,24,23.74,0,7.8,3.936884749,0.697141947,FALSE
29/11/97,Perth and South-West Region bushfires,Western Australia,Perth,26,24.39,0,0.8,2.841227641,0.632829877,FALSE
30/11/97,Perth and South-West Region bushfires,Western Australia,Perth,27.7,25.07,0,0.8,3.161687125,0.552845024,FALSE
1/12/97,Perth and South-West Region bushfires,Western Australia,Perth,27.6,25.64,0,0.8,4.330174433,0.616854596,FALSE
2/12/97,Perth and South-West Region bushfires,Western Australia,Perth,28.9,26.21,0,0.8,4.489891667,0.45043933,TRUE
27/12/97,New Year's Eve bushfire,Victoria,Tawonga,24.17,25.92,0,0.05,2.547482628,0.503506953,FALSE
28/12/97,New Year's Eve bushfire,Victoria,Tawonga,27.93,25.23,0,0.05,2.159129811,0.481329567,FALSE
29/12/97,New Year's Eve bushfire,Victoria,Tawonga,30.16,26.84,0,0.02,1.905207069,0.516552911,FALSE
30/12/97,New Year's Eve bushfire,Victoria,Tawonga,32.08,28.15,0,0.02,2.311948929,0.383233243,FALSE
31/12/97,New Year's Eve bushfire,Victoria,Tawonga,31.6,28.95,0,0.02,2.261620221,0.438945957,TRUE
27/12/97,New Year's Eve bushfire,Victoria,Carey River State Forest,18.77,23.8,0.06,0.66,2.360404969,0.644686598,FALSE
28/12/97,New Year's Eve bushfire,Victoria,Carey River State Forest,22.99,22.2,0.02,0.68,1.711665444,0.698654855,FALSE
29/12/97,New Year's Eve bushfire,Victoria,Carey River State Forest,26.9,23.2,0,0.52,1.988143508,0.566514593,FALSE
30/12/97,New Year's Eve bushfire,Victoria,Carey River State Forest,27.55,23.96,0,0.52,1.760449333,0.632260109,FALSE
31/12/97,New Year's Eve bushfire,Victoria,Carey River State Forest,32.5,25.55,0,0.48,1.72670351,0.542142913,TRUE
28/11/98,Linton bushfire,Victoria,Linton,14.62,20.28,0.27,11.64,2.782416222,0.698218869,FALSE
29/11/98,Linton bushfire,Victoria,Linton,14.23,20.21,0.17,11.72,1.791115464,0.826516096,FALSE
30/11/98,Linton bushfire,Victoria,Linton,12.21,19.3,0.92,12.62,2.001284433,0.886391866,FALSE
1/12/98,Linton bushfire,Victoria,Linton,23.67,19.79,0,12.13,1.969017418,0.620833114,FALSE
2/12/98,Linton bushfire,Victoria,Linton,29.43,20.47,0,12.13,3.617898574,0.344239941,TRUE
14/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,28.98,31.22,0,0.02,3.310282941,0.452001846,FALSE
15/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,32.06,32.02,0,0.02,2.82312706,0.366041962,FALSE
16/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,39.27,32.6,0,0.02,1.616211355,0.316057532,FALSE
17/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,38.48,33.04,0,0.01,4.223396667,0.190868678,FALSE
18/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,33.01,32.64,0,0.01,3.411632301,0.363364305,TRUE
20/12/01,Black Christmas bushfires,New South Wales,Grose Valley,37.75,27.7,0,5.37,1.769053284,0.553004821,FALSE
21/12/01,Black Christmas bushfires,New South Wales,Grose Valley,34.69,28.92,0.01,4.57,1.612834523,0.517242993,FALSE
22/12/01,Black Christmas bushfires,New South Wales,Grose Valley,29.7,29.9,0.48,3.88,1.921988142,0.707548584,FALSE
23/12/01,Black Christmas bushfires,New South Wales,Grose Valley,32.24,30.82,0.69,3.23,1.230056511,0.621123359,FALSE
24/12/01,Black Christmas bushfires,New South Wales,Grose Valley,32.63,32.47,0.01,1.25,2.570225398,0.409975417,TRUE
21/12/01,Black Christmas bushfires,New South Wales,Lane Cove National Park,26.22,24.32,0.15,6.25,3.712659254,0.78781806,FALSE
22/12/01,Black Christmas bushfires,New South Wales,Lane Cove National Park,24.8,24.86,1.34,3.79,4.204104771,0.764691775,FALSE
23/12/01,Black Christmas bushfires,New South Wales,Lane Cove National Park,25.87,25.4,0.89,3.73,4.43394477,0.745626719,FALSE
24/12/01,Black Christmas bushfires,New South Wales,Lane Cove National Park,30.61,26.57,0.14,2.77,3.11430052,0.556311437,FALSE
25/12/01,Black Christmas bushfires,New South Wales,Lane Cove National Park,31.51,27.61,0,2.52,4.55663081,0.34899694,TRUE
