Date,Nickname,State,Location,Max.Temperature (C),isFire
15/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,28.1,F
16/1/07,2007 Mt Bold bushfire,South Australia,Mt Bold,34.2,F
28/1/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,40,F
29/1/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,37.7,F
30/1/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,31.4,F
31/1/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,29.1,F
1/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,34.5,F
2/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,46.3,F
3/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,39.1,T
4/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,30.1,F
5/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,30.4,F
6/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,34.4,F
7/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,37,F
8/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,32.3,F
9/2/07,2007 Dwellingup bushfire,Western Australia,Dwellingup,34.2,F
30/11/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,17.7,F
1/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,21.2,F
2/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,22.2,F
3/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,16.9,F
4/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,15.7,F
5/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,17.7,F
6/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,27.2,T
7/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,17.2,F
8/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,18.3,F
9/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,17,F
10/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,15.8,F
11/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,17.4,F
12/12/07,2007 Kangaroo Island bushfires,South Australia,Flinders Chase National Park,18.7,F
24/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,29.9,F
25/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,35.1,F
26/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,39.6,F
27/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,42.3,F
28/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,38.7,F
29/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,34.4,F
30/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,43.9,T
31/12/07,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,31.8,F
1/1/08,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,34.7,F
2/1/08,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,40.3,F
3/1/08,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,43.5,F
4/1/08,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,37.8,F
5/1/08,2007 Boorabbin National Park,Western Australia,Boorabbin National Park,34,F
7/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,21,F
8/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,21.1,F
9/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,24.2,F
10/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,22.6,F
11/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,23,F
12/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,30.8,F
13/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,42.6,T
14/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,22.9,F
15/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,21.5,F
16/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,22.4,F
17/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,26.6,F
18/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,31.4,F
19/1/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,33.6,F
22/1/09,2009 Black Saturday bushfires,Victoria,Delburn,34.3,F
23/1/09,2009 Black Saturday bushfires,Victoria,Delburn,30.8,F
24/1/09,2009 Black Saturday bushfires,Victoria,Delburn,17.3,F
25/1/09,2009 Black Saturday bushfires,Victoria,Delburn,27.7,F
26/1/09,2009 Black Saturday bushfires,Victoria,Delburn,25.4,F
27/1/09,2009 Black Saturday bushfires,Victoria,Delburn,34.2,F
28/1/09,2009 Black Saturday bushfires,Victoria,Delburn,42.2,T
29/1/09,2009 Black Saturday bushfires,Victoria,Delburn,42.3,F
30/1/09,2009 Black Saturday bushfires,Victoria,Delburn,43,F
31/1/09,2009 Black Saturday bushfires,Victoria,Delburn,37.9,F
1/2/09,2009 Black Saturday bushfires,Victoria,Delburn,22.2,F
2/2/09,2009 Black Saturday bushfires,Victoria,Delburn,31.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Delburn,19.6,F
23/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,26.4,F
24/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,18.3,F
25/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,25.3,F
26/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,24.9,F
27/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,37.2,F
28/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,43.1,F
29/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,43.5,T
30/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,36.7,F
31/1/09,2009 Black Saturday bushfires,Victoria,Branxholme,28.4,F
1/2/09,2009 Black Saturday bushfires,Victoria,Branxholme,31.7,F
2/2/09,2009 Black Saturday bushfires,Victoria,Branxholme,28.1,F
3/2/09,2009 Black Saturday bushfires,Victoria,Branxholme,26.8,F
4/2/09,2009 Black Saturday bushfires,Victoria,Branxholme,32.9,F
1/2/09,2009 Black Saturday bushfires,Victoria,Delburn,22.2,F
2/2/09,2009 Black Saturday bushfires,Victoria,Delburn,31.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Delburn,19.6,F
4/2/09,2009 Black Saturday bushfires,Victoria,Delburn,26.9,F
5/2/09,2009 Black Saturday bushfires,Victoria,Delburn,32.2,F
6/2/09,2009 Black Saturday bushfires,Victoria,Delburn,31.6,F
7/2/09,2009 Black Saturday bushfires,Victoria,Delburn,45,T
8/2/09,2009 Black Saturday bushfires,Victoria,Delburn,21.8,F
9/2/09,2009 Black Saturday bushfires,Victoria,Delburn,18.9,F
10/2/09,2009 Black Saturday bushfires,Victoria,Delburn,18.4,F
11/2/09,2009 Black Saturday bushfires,Victoria,Delburn,19.7,F
12/2/09,2009 Black Saturday bushfires,Victoria,Delburn,16.8,F
13/2/09,2009 Black Saturday bushfires,Victoria,Delburn,21.1,F
1/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,31,F
2/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,31.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,26.6,F
4/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,32.7,F
5/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,32.9,F
6/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,34.4,F
7/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,43.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,21.7,F
9/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,17.9,F
10/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,17.3,F
11/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,15.7,F
12/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,18.9,F
13/2/09,2009 Black Saturday bushfires,Victoria,Kinglake,25.6,F
1/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,31,F
2/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,31.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,26.6,F
4/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,32.7,F
5/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,32.9,F
6/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,34.4,F
7/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,43.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,21.7,F
9/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,17.9,F
10/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,17.3,F
11/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,15.7,F
12/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,18.9,F
13/2/09,2009 Black Saturday bushfires,Victoria,Toolangi,25.6,F
1/2/09,2009 Black Saturday bushfires,Victoria,Healesville,31,F
2/2/09,2009 Black Saturday bushfires,Victoria,Healesville,31.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Healesville,26.6,F
4/2/09,2009 Black Saturday bushfires,Victoria,Healesville,32.7,F
5/2/09,2009 Black Saturday bushfires,Victoria,Healesville,32.9,F
6/2/09,2009 Black Saturday bushfires,Victoria,Healesville,34.4,F
7/2/09,2009 Black Saturday bushfires,Victoria,Healesville,43.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Healesville,21.7,F
9/2/09,2009 Black Saturday bushfires,Victoria,Healesville,17.9,F
10/2/09,2009 Black Saturday bushfires,Victoria,Healesville,17.3,F
11/2/09,2009 Black Saturday bushfires,Victoria,Healesville,15.7,F
12/2/09,2009 Black Saturday bushfires,Victoria,Healesville,18.9,F
13/2/09,2009 Black Saturday bushfires,Victoria,Healesville,25.6,F
1/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,31,F
2/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,31.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,26.6,F
4/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,32.7,F
5/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,32.9,F
6/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,34.4,F
7/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,43.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,21.7,F
9/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,17.9,F
10/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,17.3,F
11/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,15.7,F
12/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,18.9,F
13/2/09,2009 Black Saturday bushfires,Victoria,Strathewen,25.6,F
1/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,31,F
2/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,31.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,26.6,F
4/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,32.7,F
5/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,32.9,F
6/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,34.4,F
7/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,43.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,21.7,F
9/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,17.9,F
10/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,17.3,F
11/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,15.7,F
12/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,18.9,F
13/2/09,2009 Black Saturday bushfires,Victoria,St Andrew,25.6,F
1/2/09,2009 Black Saturday bushfires,Victoria,Marysville,33,F
2/2/09,2009 Black Saturday bushfires,Victoria,Marysville,31,F
3/2/09,2009 Black Saturday bushfires,Victoria,Marysville,27.7,F
4/2/09,2009 Black Saturday bushfires,Victoria,Marysville,33.9,F
5/2/09,2009 Black Saturday bushfires,Victoria,Marysville,34.8,F
6/2/09,2009 Black Saturday bushfires,Victoria,Marysville,35.5,F
7/2/09,2009 Black Saturday bushfires,Victoria,Marysville,41.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Marysville,25.4,F
9/2/09,2009 Black Saturday bushfires,Victoria,Marysville,19.7,F
10/2/09,2009 Black Saturday bushfires,Victoria,Marysville,17.9,F
11/2/09,2009 Black Saturday bushfires,Victoria,Marysville,16.5,F
12/2/09,2009 Black Saturday bushfires,Victoria,Marysville,19,F
13/2/09,2009 Black Saturday bushfires,Victoria,Marysville,25.8,F
1/2/09,2009 Black Saturday bushfires,Victoria,Buxton,33,F
2/2/09,2009 Black Saturday bushfires,Victoria,Buxton,31,F
3/2/09,2009 Black Saturday bushfires,Victoria,Buxton,27.7,F
4/2/09,2009 Black Saturday bushfires,Victoria,Buxton,33.9,F
5/2/09,2009 Black Saturday bushfires,Victoria,Buxton,34.8,F
6/2/09,2009 Black Saturday bushfires,Victoria,Buxton,35.5,F
7/2/09,2009 Black Saturday bushfires,Victoria,Buxton,41.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Buxton,25.4,F
9/2/09,2009 Black Saturday bushfires,Victoria,Buxton,19.7,F
10/2/09,2009 Black Saturday bushfires,Victoria,Buxton,17.9,F
11/2/09,2009 Black Saturday bushfires,Victoria,Buxton,16.5,F
12/2/09,2009 Black Saturday bushfires,Victoria,Buxton,19,F
13/2/09,2009 Black Saturday bushfires,Victoria,Buxton,25.8,F
1/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,33.2,F
2/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,32.6,F
3/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,28.8,F
4/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,34.3,F
5/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,35.5,F
6/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,36.7,F
7/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,42.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,24.5,F
9/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,19.1,F
10/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,17.7,F
11/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,16.8,F
12/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,20.4,F
13/2/09,2009 Black Saturday bushfires,Victoria,Kilmore,26.7,F
1/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,33.2,F
2/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,32.6,F
3/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,28.8,F
4/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,34.3,F
5/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,35.5,F
6/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,36.7,F
7/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,42.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,24.5,F
9/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,19.1,F
10/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,17.7,F
11/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,16.8,F
12/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,20.4,F
13/2/09,2009 Black Saturday bushfires,Victoria,Flowerdale,26.7,F
1/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,36.6,F
2/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,39.5,F
3/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,33.7,F
4/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,39,F
5/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,40,F
6/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,40.1,F
7/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,45,T
8/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,31.8,F
9/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,23.4,F
10/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,19.9,F
11/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,20.8,F
12/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,24.5,F
13/2/09,2009 Black Saturday bushfires,Victoria,Bendigo,28.2,F
1/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,36.6,F
2/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,39.5,F
3/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,33.7,F
4/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,39,F
5/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,40,F
6/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,40.1,F
7/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,45,T
8/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,31.8,F
9/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,23.4,F
10/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,19.9,F
11/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,20.8,F
12/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,24.5,F
13/2/09,2009 Black Saturday bushfires,Victoria,Maiden Gully,28.2,F
1/2/09,2009 Black Saturday bushfires,Victoria,Horsham,39.5,F
2/2/09,2009 Black Saturday bushfires,Victoria,Horsham,39.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Horsham,36.3,F
4/2/09,2009 Black Saturday bushfires,Victoria,Horsham,41.2,F
5/2/09,2009 Black Saturday bushfires,Victoria,Horsham,38.2,F
6/2/09,2009 Black Saturday bushfires,Victoria,Horsham,42,F
7/2/09,2009 Black Saturday bushfires,Victoria,Horsham,46.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Horsham,29.3,F
9/2/09,2009 Black Saturday bushfires,Victoria,Horsham,23.5,F
10/2/09,2009 Black Saturday bushfires,Victoria,Horsham,20.9,F
11/2/09,2009 Black Saturday bushfires,Victoria,Horsham,19,F
12/2/09,2009 Black Saturday bushfires,Victoria,Horsham,25.6,F
13/2/09,2009 Black Saturday bushfires,Victoria,Horsham,29.4,F
1/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,35.4,F
2/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,31.9,F
3/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,29.2,F
4/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,35.6,F
5/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,29.5,F
6/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,37.1,F
7/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,43.8,T
8/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,23.1,F
9/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,17.6,F
10/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,17.5,F
11/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,13,F
12/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,18.6,F
13/2/09,2009 Black Saturday bushfires,Victoria,Coleraine,29.6,F
1/2/09,2009 Black Saturday bushfires,Victoria,Churchill,20.9,F
2/2/09,2009 Black Saturday bushfires,Victoria,Churchill,32.4,F
3/2/09,2009 Black Saturday bushfires,Victoria,Churchill,18.6,F
4/2/09,2009 Black Saturday bushfires,Victoria,Churchill,25.5,F
5/2/09,2009 Black Saturday bushfires,Victoria,Churchill,34,F
6/2/09,2009 Black Saturday bushfires,Victoria,Churchill,29.9,F
7/2/09,2009 Black Saturday bushfires,Victoria,Churchill,45.1,T
8/2/09,2009 Black Saturday bushfires,Victoria,Churchill,22.7,F
9/2/09,2009 Black Saturday bushfires,Victoria,Churchill,19.4,F
10/2/09,2009 Black Saturday bushfires,Victoria,Churchill,19,F
11/2/09,2009 Black Saturday bushfires,Victoria,Churchill,21,F
12/2/09,2009 Black Saturday bushfires,Victoria,Churchill,16.8,F
13/2/09,2009 Black Saturday bushfires,Victoria,Churchill,20.4,F
1/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,33,F
2/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,31,F
3/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,27.7,F
4/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,33.9,F
5/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,34.8,F
6/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,35.5,F
7/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,41.4,T
8/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,25.4,F
9/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,19.7,F
10/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,17.9,F
11/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,16.5,F
12/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,19,F
13/2/09,2009 Black Saturday bushfires,Victoria,Murrindindi,25.8,F
1/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,27.7,F
2/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,28.3,F
3/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,24.4,F
4/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,29,F
5/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,28.6,F
6/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,29.8,F
7/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,39.3,T
8/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,20.1,F
9/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,17.6,F
10/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,17.7,F
11/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,16.2,F
12/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,18.8,F
13/2/09,2009 Black Saturday bushfires,Victoria,Upper Ferntree Gully,24,F
29/1/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,40,F
30/1/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,42.1,F
31/1/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,37.8,F
1/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,26.3,F
2/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,30.3,F
3/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,20.9,F
4/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,30.2,T
5/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,32,T
6/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,33.4,T
7/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,42.7,F
8/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,21.8,F
9/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,18.4,F
10/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,17.4,F
11/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,16.9,F
12/2/09,2009 Bunyip State Park bushfire,Victoria,Bunyip State Park,15.6,F
13/11/09,2009 South Australia bushfire,South Australia,Curramulka,28.3,F
14/11/09,2009 South Australia bushfire,South Australia,Curramulka,31.7,F
15/11/09,2009 South Australia bushfire,South Australia,Curramulka,27.5,F
16/11/09,2009 South Australia bushfire,South Australia,Curramulka,21.3,F
17/11/09,2009 South Australia bushfire,South Australia,Curramulka,21.8,F
18/11/09,2009 South Australia bushfire,South Australia,Curramulka,30.8,F
19/11/09,2009 South Australia bushfire,South Australia,Curramulka,32.9,T
20/11/09,2009 South Australia bushfire,South Australia,Curramulka,35.7,F
21/11/09,2009 South Australia bushfire,South Australia,Curramulka,20.1,F
22/11/09,2009 South Australia bushfire,South Australia,Curramulka,16.8,F
23/11/09,2009 South Australia bushfire,South Australia,Curramulka,18,F
24/11/09,2009 South Australia bushfire,South Australia,Curramulka,25.3,F
25/11/09,2009 South Australia bushfire,South Australia,Curramulka,28.2,F
13/11/09,2009 South Australia bushfire,South Australia,Pine Point,28.3,F
14/11/09,2009 South Australia bushfire,South Australia,Pine Point,31.7,F
15/11/09,2009 South Australia bushfire,South Australia,Pine Point,27.5,F
16/11/09,2009 South Australia bushfire,South Australia,Pine Point,21.3,F
17/11/09,2009 South Australia bushfire,South Australia,Pine Point,21.8,F
18/11/09,2009 South Australia bushfire,South Australia,Pine Point,30.8,F
19/11/09,2009 South Australia bushfire,South Australia,Pine Point,32.9,T
20/11/09,2009 South Australia bushfire,South Australia,Pine Point,35.7,F
21/11/09,2009 South Australia bushfire,South Australia,Pine Point,20.1,F
22/11/09,2009 South Australia bushfire,South Australia,Pine Point,16.8,F
23/11/09,2009 South Australia bushfire,South Australia,Pine Point,18,F
24/11/09,2009 South Australia bushfire,South Australia,Pine Point,25.3,F
25/11/09,2009 South Australia bushfire,South Australia,Pine Point,28.2,F
13/11/09,2009 South Australia bushfire,South Australia,Spring Gully,39.9,F
14/11/09,2009 South Australia bushfire,South Australia,Spring Gully,41.4,F
15/11/09,2009 South Australia bushfire,South Australia,Spring Gully,41.3,F
16/11/09,2009 South Australia bushfire,South Australia,Spring Gully,37.2,F
17/11/09,2009 South Australia bushfire,South Australia,Spring Gully,37.1,F
18/11/09,2009 South Australia bushfire,South Australia,Spring Gully,43.8,F
19/11/09,2009 South Australia bushfire,South Australia,Spring Gully,42.5,T
20/11/09,2009 South Australia bushfire,South Australia,Spring Gully,31.3,F
21/11/09,2009 South Australia bushfire,South Australia,Spring Gully,23,F
22/11/09,2009 South Australia bushfire,South Australia,Spring Gully,19.4,F
23/11/09,2009 South Australia bushfire,South Australia,Spring Gully,23.3,F
24/11/09,2009 South Australia bushfire,South Australia,Spring Gully,26.3,F
25/11/09,2009 South Australia bushfire,South Australia,Spring Gully,31.3,F
13/11/09,2009 South Australia bushfire,South Australia,Wirrabara,36.9,F
14/11/09,2009 South Australia bushfire,South Australia,Wirrabara,37.1,F
15/11/09,2009 South Australia bushfire,South Australia,Wirrabara,38.1,F
16/11/09,2009 South Australia bushfire,South Australia,Wirrabara,33.1,F
17/11/09,2009 South Australia bushfire,South Australia,Wirrabara,33.6,F
18/11/09,2009 South Australia bushfire,South Australia,Wirrabara,40.6,F
19/11/09,2009 South Australia bushfire,South Australia,Wirrabara,39.5,T
20/11/09,2009 South Australia bushfire,South Australia,Wirrabara,30.5,F
21/11/09,2009 South Australia bushfire,South Australia,Wirrabara,22.3,F
22/11/09,2009 South Australia bushfire,South Australia,Wirrabara,17.3,F
23/11/09,2009 South Australia bushfire,South Australia,Wirrabara,21.7,F
24/11/09,2009 South Australia bushfire,South Australia,Wirrabara,23.3,F
25/11/09,2009 South Australia bushfire,South Australia,Wirrabara,28.3,F
17/12/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,20.5,F
18/12/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,21.4,F
19/12/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,21.6,F
20/12/09,2009 Port Lincoln bushfire,South Australia,Port Lincoln,27.9,F
