Date,Nickname,State,Location,Max.Temperature (C),isFire
14/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,29.2,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,28.8,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,35.6,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,22,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,21.4,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,23,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,26.1,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,28,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,Beaconsfield Upper,27,F
10/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,25.4,F
11/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,20.4,F
12/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,20.4,F
13/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,24.1,F
14/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,29.5,F
15/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,26.9,F
16/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,41.5,T
17/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,20.5,F
18/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,20.9,F
19/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,21.4,F
20/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,24.9,F
21/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,30.8,F
22/2/83,1983 Ash Wednesday bushfires,Victoria,Framlingham,27,F
10/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,26.9,F
11/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,19.7,F
12/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,22.5,F
13/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,27.2,F
14/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,32.9,F
15/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,38.1,F
16/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,38.9,T
17/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,20,F
18/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,20.4,F
19/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,21.5,F
20/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,27.5,F
21/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,31.3,F
22/2/83,1983 Ash Wednesday bushfires,South Australia,Adelaide Hills,26.8,F
10/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,25.2,F
11/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,20.5,F
12/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,21.2,F
13/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,24.4,F
14/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,34,F
15/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,32.9,F
16/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,43.6,T
17/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,20.5,F
18/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,21.6,F
19/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,23.5,F
20/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,27.2,F
21/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,34,F
22/2/83,1983 Ash Wednesday bushfires,South Australia,Mt Gambier,23.3,F
19/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,33.5,F
20/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,27.3,F
21/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,28.4,F
22/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,33.1,F
23/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,35.4,F
24/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,38.7,F
25/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,40.8,T
26/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,30,F
27/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,32.2,F
28/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,32.9,F
29/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,29.7,F
30/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,31.1,F
31/12/84,1984 Western New South Wales grasslands bushfires,New South Wales,Cobar,31.2,F
21/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,29.5,F
22/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,28,F
23/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,20.5,F
24/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,22,F
25/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,27,F
26/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,26.5,F
27/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,33.6,T
28/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,26,T
29/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,28.2,T
30/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,33.5,T
31/12/90,1990 VIC bushfire,Victoria,Strathbogie Ranges,34.5,T
1/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,35,T
2/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,35.5,T
3/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,37,T
4/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,35,T
5/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,19.3,T
6/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,18,T
7/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,22.5,T
8/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,27,T
9/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,29.7,T
10/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,32.8,T
11/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,36.8,F
12/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,29,F
13/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,31.5,F
14/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,35,F
15/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,28.5,F
16/1/91,1990 VIC bushfire,Victoria,Strathbogie Ranges,26.7,F
21/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,22.1,F
22/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,27.8,F
23/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24.9,F
24/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24,F
25/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24.8,F
26/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,28.5,F
27/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23,T
28/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,25,T
29/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24,T
30/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,22.9,T
31/12/93,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23.9,T
1/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,22.3,T
2/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,36.4,T
3/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23,T
4/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23.1,T
5/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,34.2,T
6/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,31,T
7/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,32.4,T
8/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,27.6,T
9/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,24.5,T
10/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23.9,T
11/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,29.2,T
12/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,27.3,T
13/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,32.7,T
14/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,20.4,T
15/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,21.3,T
16/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,28.4,T
17/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,26.2,F
18/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23.9,F
19/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23.9,F
20/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,27,F
21/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,22.2,F
22/1/94,1994 Eastern seaboard fires,New South Wales,Batemans Bay,23.1,F
21/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,16.4,F
22/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,21.3,F
23/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,17.7,F
24/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,22.7,F
25/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,24,F
26/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,24.4,F
27/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,10.7,T
28/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,14.2,T
29/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,21.4,T
30/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,26,T
31/12/93,1994 Eastern seaboard fires,New South Wales,Blue Mountains,26.3,T
1/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,27,T
2/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,30.4,T
3/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,30.1,T
4/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,23.5,T
5/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,27.5,T
6/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,27.4,T
7/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,29,T
8/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,26.4,T
9/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,23.6,T
10/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,21,T
11/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,26.9,T
12/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,29.4,T
13/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,31.3,T
14/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,25.6,T
15/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,12.9,T
16/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,24.2,T
17/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,25.6,F
18/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,29.6,F
19/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,26.6,F
20/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,24.4,F
21/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,24.9,F
22/1/94,1994 Eastern seaboard fires,New South Wales,Blue Mountains,17,F
26/8/94,1994 East Coast Bushfires,Queensland,Brisbane,22.1,F
27/8/94,1994 East Coast Bushfires,Queensland,Brisbane,23.4,F
28/8/94,1994 East Coast Bushfires,Queensland,Brisbane,23.1,F
29/8/94,1994 East Coast Bushfires,Queensland,Brisbane,24.6,F
30/8/94,1994 East Coast Bushfires,Queensland,Brisbane,24.8,F
31/8/94,1994 East Coast Bushfires,Queensland,Brisbane,22.4,F
1/9/94,1994 East Coast Bushfires,Queensland,Brisbane,22.8,T
2/9/94,1994 East Coast Bushfires,Queensland,Brisbane,24.8,F
3/9/94,1994 East Coast Bushfires,Queensland,Brisbane,24.4,F
4/9/94,1994 East Coast Bushfires,Queensland,Brisbane,24.4,F
5/9/94,1994 East Coast Bushfires,Queensland,Brisbane,25.3,F
6/9/94,1994 East Coast Bushfires,Queensland,Brisbane,25,F
7/9/94,1994 East Coast Bushfires,Queensland,Brisbane,24.9,F
26/8/94,1994 East Coast Bushfires,Queensland,Townsville,26.7,F
27/8/94,1994 East Coast Bushfires,Queensland,Townsville,27.5,F
28/8/94,1994 East Coast Bushfires,Queensland,Townsville,26.7,F
29/8/94,1994 East Coast Bushfires,Queensland,Townsville,26.1,F
30/8/94,1994 East Coast Bushfires,Queensland,Townsville,26.4,F
31/8/94,1994 East Coast Bushfires,Queensland,Townsville,26.3,F
1/9/94,1994 East Coast Bushfires,Queensland,Townsville,26.2,T
2/9/94,1994 East Coast Bushfires,Queensland,Townsville,26.2,F
3/9/94,1994 East Coast Bushfires,Queensland,Townsville,26.2,F
4/9/94,1994 East Coast Bushfires,Queensland,Townsville,26.3,F
5/9/94,1994 East Coast Bushfires,Queensland,Townsville,25,F
6/9/94,1994 East Coast Bushfires,Queensland,Townsville,27.3,F
7/9/94,1994 East Coast Bushfires,Queensland,Townsville,28.1,F
2/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,39.2,F
3/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,39,F
4/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,30.7,F
5/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,28.6,F
6/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,30.5,F
7/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,35.2,F
8/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,39.6,T
9/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,33.5,F
10/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,33.5,F
11/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,33.5,F
12/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,33.5,F
13/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,28.7,F
14/1/97,1997 Wooroloo bushfire,Western Australia,Wooroloo,30.7,F
14/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,31.4,F
15/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,27,F
16/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,20.8,F
17/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,22.6,F
19/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,35.8,F
20/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,39.1,F
21/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,37.5,T
22/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,37.5,F
23/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,20.9,F
24/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,22.8,F
25/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,30.2,F
26/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,31.9,F
27/1/97,1997 Dandenongs bushfire,Victoria,Dandenong Ranges,30.9,F
15/1/97,1997 Dandenongs bushfire,Victoria,ArthurÕs Seat,26.7,F
16/1/97,1997 Dandenongs bushfire,Victoria,ArthurÕs Seat,19.2,F
17/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,19.1,F
18/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,22.3,F
19/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,35.9,F
20/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,41.5,F
21/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,39.7,T
22/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,19.4,F
23/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,19.7,F
24/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,19.1,F
25/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,28.6,F
26/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,32.3,F
27/1/97,1997 Dandenongs bushfire,Victoria,Arthur's Seat,27.9,F
15/1/97,1997 Dandenongs bushfire,Victoria,Creswick,23.4,F
16/1/97,1997 Dandenongs bushfire,Victoria,Creswick,20,F
17/1/97,1997 Dandenongs bushfire,Victoria,Creswick,22.6,F
18/1/97,1997 Dandenongs bushfire,Victoria,Creswick,29.4,F
19/1/97,1997 Dandenongs bushfire,Victoria,Creswick,34.9,F
20/1/97,1997 Dandenongs bushfire,Victoria,Creswick,39.2,F
21/1/97,1997 Dandenongs bushfire,Victoria,Creswick,38.7,T
22/1/97,1997 Dandenongs bushfire,Victoria,Creswick,21.9,F
23/1/97,1997 Dandenongs bushfire,Victoria,Creswick,19.5,F
24/1/97,1997 Dandenongs bushfire,Victoria,Creswick,19.9,F
25/1/97,1997 Dandenongs bushfire,Victoria,Creswick,29.4,F
26/1/97,1997 Dandenongs bushfire,Victoria,Creswick,29.9,F
27/1/97,1997 Dandenongs bushfire,Victoria,Creswick,25.9,F
26/11/97,1997 Lithgow bushfire,New South Wales,Lithgow,35,F
27/11/97,1997 Lithgow bushfire,New South Wales,Lithgow,33.4,F
28/11/97,1997 Lithgow bushfire,New South Wales,Lithgow,31.9,F
29/11/97,1997 Lithgow bushfire,New South Wales,Lithgow,32.5,F
30/11/97,1997 Lithgow bushfire,New South Wales,Lithgow,20.7,F
1/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,26.4,F
2/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,27.9,T
3/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,20.5,F
4/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,26.3,F
5/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,21,F
6/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,31.2,F
7/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,24.5,F
8/12/97,1997 Lithgow bushfire,New South Wales,Lithgow,24.5,F
26/11/97,1997 Menai bushfire,New South Wales,Menai,38,F
27/11/97,1997 Menai bushfire,New South Wales,Menai,40.7,F
28/11/97,1997 Menai bushfire,New South Wales,Menai,25.5,F
29/11/97,1997 Menai bushfire,New South Wales,Menai,28.1,F
30/11/97,1997 Menai bushfire,New South Wales,Menai,26.4,F
1/12/97,1997 Menai bushfire,New South Wales,Menai,29.6,F
2/12/97,1997 Menai bushfire,New South Wales,Menai,38.1,T
3/12/97,1997 Menai bushfire,New South Wales,Menai,23.1,F
4/12/97,1997 Menai bushfire,New South Wales,Menai,26.7,F
5/12/97,1997 Menai bushfire,New South Wales,Menai,24.5,F
6/12/97,1997 Menai bushfire,New South Wales,Menai,28.8,F
7/12/97,1997 Menai bushfire,New South Wales,Menai,26.4,F
8/12/97,1997 Menai bushfire,New South Wales,Menai,23.7,F
26/11/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,24.5,F
27/11/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,24.8,F
28/11/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,24,F
29/11/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,26,F
30/11/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,27.7,F
1/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,27.6,F
2/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,28.9,T
3/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,25.8,F
4/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,26.3,F
5/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,23.7,F
6/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,26.5,F
7/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,27.5,F
8/12/97,1997 Perth and South-West Region bushfires,Western Australia,Perth,31,F
25/12/97,1997 New Year's Eve bushfire,Victoria,Tawonga,29.1,F
26/12/97,1997 New Year's Eve bushfire,Victoria,Tawonga,27.6,F
27/12/97,1997 New Year's Eve bushfire,Victoria,Tawonga,24.2,F
28/12/97,1997 New Year's Eve bushfire,Victoria,Tawonga,27.9,F
29/12/97,1997 New Year's Eve bushfire,Victoria,Tawonga,30.2,F
30/12/97,1997 New Year's Eve bushfire,Victoria,Tawonga,32.1,F
31/12/97,1997 New Year's Eve bushfire,Victoria,Tawonga,31.6,T
1/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,34,T
2/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,34.1,T
3/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,27.4,T
4/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,28,T
5/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,26,T
6/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,27.6,T
7/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,22.1,T
8/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,25.5,T
9/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,28.2,T
10/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,23.8,F
11/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,33,F
12/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,28,F
13/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,31.4,F
14/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,25.5,F
15/1/98,1997 New Year's Eve bushfire,Victoria,Tawonga,27.4,F
25/12/97,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,27.8,F
26/12/97,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,22.3,F
27/12/97,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,18.8,F
28/12/97,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,23,F
29/12/97,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,26.9,F
30/12/97,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,27.6,F
31/12/97,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,32.5,T
1/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,36.7,T
2/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,34.5,T
3/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,22.8,T
4/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,23.8,T
5/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,21.9,T
6/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,25.1,T
7/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,25.5,T
8/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,21.9,T
9/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,28.2,T
10/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,26.4,F
11/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,29.1,F
12/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,31.1,F
13/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,33.9,F
14/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,29.4,F
15/1/98,1997 New Year's Eve bushfire,Victoria,Carey River State Forest,21.5,F
27/11/98,1998 Linton bushfire,Victoria,Linton,21.4,F
28/11/98,1998 Linton bushfire,Victoria,Linton,14.6,F
29/11/98,1998 Linton bushfire,Victoria,Linton,14.2,F
30/11/98,1998 Linton bushfire,Victoria,Linton,12.2,F
1/12/98,1998 Linton bushfire,Victoria,Linton,23.7,F
2/12/98,1998 Linton bushfire,Victoria,Linton,29.4,F
2/12/98,1998 Linton bushfire,Victoria,Linton,29.4,T
3/12/98,1998 Linton bushfire,Victoria,Linton,22.2,F
4/12/98,1998 Linton bushfire,Victoria,Linton,11,F
5/12/98,1998 Linton bushfire,Victoria,Linton,15.4,F
6/12/98,1998 Linton bushfire,Victoria,Linton,22.1,F
7/12/98,1998 Linton bushfire,Victoria,Linton,17.7,F
8/12/98,1998 Linton bushfire,Victoria,Linton,23.4,F
12/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,30.2,F
13/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,26.6,F
14/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,29,F
15/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,32.1,F
16/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,39.3,F
17/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,38.5,F
18/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,33,T
19/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,36.9,F
20/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,38.5,F
21/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,37.3,F
22/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,26.3,F
23/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,26.2,F
24/12/00,2000 Victoria Dadswell Bridge bushfire,Victoria,Dadswell Bridge,21.9,F
18/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,28.5,F
19/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,31.8,F
20/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,37.8,F
21/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,34.7,F
22/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,29.7,F
23/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,32.2,F
24/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,32.6,T
25/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,31.8,F
26/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,26.2,F
27/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,27.5,F
28/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,31.1,F
29/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,34.8,F
30/12/01,2001 Black Christmas bushfires,New South Wales,Grose Valley,34.7,F
19/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,25.7,F
20/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,28.6,F
21/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,26.2,F
22/12/01,2001 Black Christmas bushfires,New South Wales,Lane Cove National Park,24.8,F
